Count,Name,Foil,Edition,acquired_price,tcg_mid,tcg_low,foil_price,Condition,Language
"1","Noble Hierarch","0","Ultimate Masters","47.11","44.00","33.74","53.07","NM","EN",
"1","Bridge from Below","0","Ultimate Masters","4.68","3.16","1.48","7.00","NM","EN",
"1","Bitterblossom","1","Ultimate Masters: Box Toppers","112.57","-","-","100.22","NM","EN",
"1","Fulminator Mage","0","Ultimate Masters","8.33","7.99","5.66","15.29","NM","EN",
"1","Engineered Explosives","0","Ultimate Masters","25.22","23.43","18","34.99","NM","EN",
"1","Tarmogoyf","0","Ultimate Masters","54.43","49.99","42","78.47","NM","EN",
"1","Anaba Shaman [Version 2]","0","Homelands","0.50","0.43","0.06","-","NM","EN",
"1","Anaba Shaman [Version 2]","0","Homelands","0.50","0.43","0.06","-","NM","EN",
"1","Zuran Spellcaster","0","Ice Age","0.19","0.18","0.05","-","NM","EN",
"1","Zulaport Chainmage","0","Oath of the Gatewatch","0.15","0.13","0.01","0.25","NM","EN",
"1","Zof Shade","0","Magic 2015 Core Set","0.15","0.14","0.01","0.25","NM","EN",
"1","Zhur-Taa Swine","0","Gatecrash","0.15","0.14","0.01","0.25","NM","EN",
"1","Zhalfirin Knight","0","Mirage","0.15","0.15","0.03","-","NM","EN",
"1","Zephyr Scribe","0","Dragons of Tarkir","0.15","0.15","0.01","0.25","NM","EN",
"1","Zerapa Minotaur","0","Prophecy","0.16","0.15","0.05","0.34","NM","EN",
"1","Zealous Strike","0","Avacyn Restored","0.15","0.15","0.01","0.26","NM","EN",
"1","Zarichi Tiger","0","Gatecrash","0.15","0.15","0.01","0.25","NM","EN",
"1","Zada's Commando","0","Oath of the Gatewatch","0.15","0.14","0.01","0.25","NM","EN",
"1","Youthful Knight","0","Stronghold","0.17","0.17","0.04","-","NM","EN",
"1","Yotian Soldier","0","Mirrodin","0.15","0.15","0.04","0.31","NM","EN",
"1","Young Wolf","0","Dark Ascension","0.29","0.34","0.15","2.67","NM","EN",
"1","Yoked Ox","0","Magic Origins","0.15","0.15","0.01","0.25","NM","EN",
"1","Yotian Soldier","0","Fourth Edition","0.17","0.15","0.05","-","NM","EN",
"1","Yeva's Forcemage","0","Magic Origins","0.15","0.14","0.01","0.24","NM","EN",
"1","Yoked Ox","0","Theros","0.15","0.15","0.01","0.29","NM","EN",
"1","Yeva's Forcemage","0","Magic 2013","0.15","0.14","0.01","0.25","NM","EN",
"1","Yavimaya Sapherd","0","Dominaria","0.15","0.14","0.01","0.28","NM","EN",
"1","Write into Being","0","Fate Reforged","0.15","0.14","0.01","0.31","NM","EN",
"1","Wurmskin Forger","0","Mirrodin","0.15","0.15","0.01","0.27","NM","EN",
"1","Wrench Mind","0","Mirrodin","0.57","0.44","0.1","3.16","NM","EN",
"1","Wretched Gryff","0","Eldritch Moon","0.16","0.16","0.03","0.72","NM","EN",
"1","Worldly Counsel","0","Invasion","0.16","0.16","0.05","1.32","NM","EN",
"1","Wrack with Madness","0","Dark Ascension","0.15","0.14","0.01","0.25","NM","EN",
"1","Woolly Spider","0","Ice Age","0.17","0.15","0.05","-","NM","EN",
"1","Woolly Mammoths","0","Ice Age","0.16","0.15","0.05","-","NM","EN",
"1","Woolly Loxodon","0","Khans of Tarkir","0.15","0.14","0.01","0.25","NM","EN",
"1","Woodripper","0","Nemesis","0.23","0.23","0.05","1.10","NM","EN",
"1","Woodland Sleuth","0","Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Woodland Patrol","0","Eldritch Moon","0.15","0.15","0.01","0.26","NM","EN",
"1","Wojek Halberdiers","0","Gatecrash","0.15","0.15","0.03","0.33","NM","EN",
"1","Wooden Stake","0","Innistrad","0.15","0.15","0.02","0.24","NM","EN",
"1","Wizard Replica","0","Mirrodin","0.16","0.15","0.04","0.29","NM","EN",
"1","Wizard Mentor","0","Urza's Saga","0.19","0.18","0.07","-","NM","EN",
"1","Witness the End","0","Oath of the Gatewatch","0.14","0.14","0.01","0.28","NM","EN",
"1","Witness of the Ages","0","Khans of Tarkir","0.20","0.19","0.01","0.29","NM","EN",
"1","Withdraw","0","Prophecy","0.22","0.21","0.08","3.97","NM","EN",
"1","Wingsteed Rider","0","Theros","0.15","0.15","0.01","0.25","NM","EN",
"1","Witch's Familiar","0","Magic 2015 Core Set","0.15","0.14","0.02","0.24","NM","EN",
"1","Wingcrafter","0","Avacyn Restored","0.15","0.15","0.03","0.45","NM","EN",
"1","Wind-Scarred Crag","0","Fate Reforged","0.17","0.18","0.03","0.55","NM","EN",
"1","Wind Drake","0","Seventh Edition","0.16","0.15","0.02","0.69","NM","EN",
"1","Will of the Naga","0","Fate Reforged","0.15","0.14","0.01","0.25","NM","EN",
"1","Wildwood Rebirth","0","Gatecrash","0.15","0.15","0.03","0.25","NM","EN",
"1","Wild Hunger","0","Dark Ascension","0.15","0.14","0.01","0.25","NM","EN",
"1","Wild Guess","0","Magic 2013","0.15","0.15","0.02","0.44","NM","EN",
"1","Wild Guess","0","Magic 2014 Core Set","0.16","0.15","0.04","0.34","NM","EN",
"1","Wild Growth","0","Ice Age","0.22","0.23","0.07","-","NM","EN",
"1","Wild Growth","0","Seventh Edition","0.21","0.25","0.09","59.85","NM","EN",
"1","Wild Growth","0","Revised Edition","0.20","0.21","0.08","-","NM","EN",
"1","Wild Growth","0","Fourth Edition","0.20","0.23","0.09","-","NM","EN",
"1","Wild Celebrants","0","Theros","0.15","0.14","0.01","0.24","NM","EN",
"1","Wild Elephant","0","Mirage","0.17","0.16","0.04","-","NM","EN",
"1","Wicker Witch","0","Shadows over Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Wild Aesthir","0","Alliances","0.16","0.15","0.02","-","NM","EN",
"1","Whisperer of the Wilds","0","Fate Reforged","0.17","0.16","0.01","0.68","NM","EN",
"1","Whisk Away","0","Fate Reforged","0.15","0.14","0.01","0.28","NM","EN",
"1","Whirlwind Adept","0","Khans of Tarkir","0.15","0.14","0.01","0.28","NM","EN",
"1","Whiptongue Frog","0","Exodus","0.17","0.16","0.03","-","NM","EN",
"1","Whip Vine","0","Alliances","0.20","0.18","0.07","-","NM","EN",
"1","Whip Vine","0","Alliances","0.20","0.18","0.07","-","NM","EN",
"1","Whalebone Glider","0","Ice Age","0.23","0.22","0.05","-","NM","EN",
"1","Whip Silk","0","Invasion","0.16","0.15","0.05","0.33","NM","EN",
"1","Welkin Tern","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Welkin Tern","0","Magic 2013","0.15","0.15","0.01","0.27","NM","EN",
"1","Welkin Hawk","0","Exodus","0.17","0.18","0.04","-","NM","EN",
"1","Weirded Vampire","0","Eldritch Moon","0.14","0.14","0.01","0.26","NM","EN",
"1","Weight of the Underworld","0","Magic Origins","0.15","0.14","0.01","0.25","NM","EN",
"1","Weave Fate","0","Khans of Tarkir","0.15","0.14","0.01","0.25","NM","EN",
"1","Weakness","0","Fourth Edition","0.15","0.15","0.05","-","NM","EN",
"1","Wayfarer's Bauble","0","Modern Masters 2015 Edition","0.20","1.68","0.17","3.90","NM","EN",
"1","Way of the Thief","0","Gatecrash","0.15","0.14","0.01","0.24","NM","EN",
"1","Waxmane Baku","0","Modern Masters 2015 Edition","0.15","0.15","0.02","0.25","NM","EN",
"1","Waxing Moon","0","Eldritch Moon","0.15","0.15","0.01","0.32","NM","EN",
"1","Wavecrash Triton","0","Theros","0.15","0.15","0.01","0.24","NM","EN",
"1","Wave-Wing Elemental","0","Battle for Zendikar","0.14","0.14","0.01","0.25","NM","EN",
"1","Waterfront Bouncer","0","Mercadian Masques","0.20","0.19","0.09","5.38","NM","EN",
"1","Watercourser","0","Magic Origins","0.15","0.14","0.01","0.25","NM","EN",
"1","Watercourser","0","Magic 2013","0.15","0.15","0.01","0.25","NM","EN",
"1","Watcher in the Web","0","Shadows over Innistrad","0.15","0.15","0.01","0.29","NM","EN",
"1","Warrior en-Kor","0","Stronghold","0.24","0.24","0.09","-","NM","EN",
"1","Warren-Scourge Elf","0","Lorwyn","0.17","0.16","0.02","0.29","NM","EN",
"1","Warren Pilferers","0","Lorwyn","0.17","0.17","0.04","0.37","NM","EN",
"1","Warped Landscape","0","Shadows over Innistrad","0.17","0.25","0.03","0.54","NM","EN",
"1","Warmind Infantry","0","Gatecrash","0.14","0.14","0.01","0.24","NM","EN",
"1","Ward of Lights","0","Mirage","0.16","0.17","0.05","-","NM","EN",
"1","Warden of Geometries","0","Oath of the Gatewatch","0.16","0.17","0.02","0.26","NM","EN",
"1","Warclamp Mastiff","0","Magic 2013","0.15","0.14","0.01","0.25","NM","EN",
"1","Warcry Phoenix","0","Dominaria","0.19","0.18","0.01","0.44","NM","EN",
"1","War-Wing Siren","0","Journey into Nyx","0.15","0.15","0.01","0.25","NM","EN",
"1","War Tax","0","Mercadian Masques","0.51","0.61","0.33","8.99","NM","EN",
"1","War Mammoth","0","Revised Edition","0.15","0.15","0.01","-","NM","EN",
"1","War Mammoth","0","Fourth Edition","0.15","0.15","0.03","-","NM","EN",
"1","War Falcon","0","Magic 2013","0.15","0.15","0.03","0.46","NM","EN",
"1","War Flare","0","Fate Reforged","0.15","0.14","0.01","0.26","NM","EN",
"1","Wanderlust","0","Revised Edition","0.22","0.24","0.07","-","NM","EN",
"1","War Behemoth","0","Khans of Tarkir","0.15","0.14","0.01","0.24","NM","EN",
"1","Wandering Wolf","0","Avacyn Restored","0.15","0.15","0.02","0.33","NM","EN",
"1","Wandering Tombshell","0","Dragons of Tarkir","0.15","0.15","0.01","0.26","NM","EN",
"1","Wandering Eye","0","Nemesis","0.16","0.16","0.07","0.33","NM","EN",
"1","Wandering Stream","0","Invasion","0.17","0.17","0.03","0.44","NM","EN",
"1","Wanderer's Twig","0","Lorwyn","0.18","0.22","0.05","0.44","NM","EN",
"1","Wanderguard Sentry","0","Mirrodin","0.15","0.15","0.03","0.26","NM","EN",
"1","Wall of Vines","0","Core Set 2019","0.14","0.14","0.01","0.25","NM","EN",
"1","Wall of Wood","0","Revised Edition","0.17","0.18","0.04","-","NM","EN",
"1","Wall of Resistance","0","Mirage","0.18","0.19","0.05","-","NM","EN",
"1","Wall of Swords","0","Fourth Edition","0.22","0.21","0.05","-","NM","EN",
"1","Wall of Mist","0","Core Set 2019","0.15","0.14","0.01","0.27","NM","EN",
"1","Wall of Fire","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Walking Dream","0","Stronghold","0.23","0.23","0.04","-","NM","EN",
"1","Walking Corpse","0","Core Set 2019","0.13","0.14","0.01","0.26","NM","EN",
"1","Walking Corpse","0","Innistrad","0.15","0.15","0.02","0.29","NM","EN",
"1","Wailing Ghoul","0","Eldritch Moon","0.15","0.15","0.01","0.28","NM","EN",
"1","Wail of the Nim","0","Mirrodin","0.16","0.16","0.01","0.30","NM","EN",
"1","Vulshok Morningstar","0","Darksteel","0.18","0.17","0.07","0.48","NM","EN",
"1","Vulturous Aven","0","Dragons of Tarkir","0.15","0.15","0.02","0.38","NM","EN",
"1","Vulshok Berserker","0","Mirrodin","0.15","0.15","0.01","0.25","NM","EN",
"1","Vulshok Battlegear","0","Mirrodin","0.22","0.23","0.08","0.40","NM","EN",
"1","Vulpine Goliath","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Voyaging Satyr","0","Theros","0.16","0.15","0.02","0.76","NM","EN",
"1","Warlord's Fury","0","Dominaria","0.15","0.15","0.01","0.36","NM","EN",
"1","Warning","0","Ice Age","0.15","0.15","0.03","-","NM","EN",
"1","Wayward Soul","0","Exodus","0.17","0.15","0.04","-","NM","EN",
"1","Weakness","0","Revised Edition","0.16","0.15","0.05","-","NM","EN",
"1","Welding Jar","0","Mirrodin","1.75","2.85","1.49","44.25","NM","EN",
"1","Wetland Sambar","0","Khans of Tarkir","0.14","0.14","0.01","0.24","NM","EN",
"1","Wild Instincts","0","Magic Origins","0.15","0.15","0.01","0.26","NM","EN",
"1","Wildwood Geist","0","Avacyn Restored","0.14","0.12","0.01","0.25","NM","EN",
"1","Will-Forged Golem","0","Magic 2015 Core Set","0.15","0.15","0.01","0.27","NM","EN",
"1","Wind-Scarred Crag","0","Khans of Tarkir","0.16","0.16","0.04","0.55","NM","EN",
"1","Windgrace Acolyte","0","Dominaria","0.13","0.12","0.01","0.30","NM","EN",
"1","Windrider Patrol","0","Battle for Zendikar","0.20","0.19","0.01","0.32","NM","EN",
"1","Withering Wisps","0","Ice Age","0.24","0.24","0.1","-","NM","EN",
"1","Voice of the Provinces","0","Avacyn Restored","0.15","0.15","0.01","0.31","NM","EN",
"1","Vodalian Merchant","0","Invasion","0.16","0.17","0.05","0.36","NM","EN",
"1","Viscerid Drone","0","Alliances","0.23","0.22","0.05","-","NM","EN",
"1","Viridian Longbow","0","Mirrodin","1.08","0.92","0.29","8.46","NM","EN",
"1","Viper's Kiss","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Viridian Joiner","0","Mirrodin","0.18","0.19","0.07","2.27","NM","EN",
"1","Vineweft","0","Magic 2015 Core Set","0.15","0.14","0.01","0.25","NM","EN",
"1","Vintara Elephant","0","Prophecy","0.16","0.15","0.02","0.40","NM","EN",
"1","Vines of the Recluse","0","Oath of the Gatewatch","0.14","0.14","0.01","0.25","NM","EN",
"1","Vine Trellis","0","Mercadian Masques","0.21","0.24","0.05","1.00","NM","EN",
"1","Vine Snare","0","Magic Origins","0.15","0.14","0.01","0.26","NM","EN",
"1","Village Ironsmith","0","Innistrad","0.16","0.15","0.05","0.30","NM","EN",
"1","Villagers of Estwald","0","Innistrad","0.16","0.15","0.05","0.25","NM","EN",
"1","Village Bell-Ringer","0","Innistrad","0.15","0.15","0.04","0.64","NM","EN",
"1","Vile Rebirth","0","Magic 2013","0.15","0.15","0.02","0.38","NM","EN",
"1","Vildin-Pack Outcast","0","Eldritch Moon","0.15","0.15","0.01","0.26","NM","EN",
"1","Vile Aggregate","0","Battle for Zendikar","0.25","0.23","0.05","0.85","NM","EN",
"1","Vigorous Charge","0","Invasion","0.17","0.16","0.05","0.31","NM","EN",
"1","Victual Sliver","0","Stronghold","0.29","0.30","0.15","-","NM","EN",
"1","Viashino Pyromancer","0","Core Set 2019","0.25","0.23","0.03","3.16","NM","EN",
"1","Vial of Dragonfire","0","Dragons of Tarkir","0.15","0.15","0.01","0.27","NM","EN",
"1","Viashino Weaponsmith","0","Urza's Saga","0.18","0.17","0.04","-","NM","EN",
"1","Vicious Offering","0","Dominaria","0.15","0.15","0.01","0.78","NM","EN",
"1","Viashino Warrior","0","Mirage","0.15","0.15","0.01","-","NM","EN",
"1","Vex","0","Darksteel","0.15","0.14","0.04","0.26","NM","EN",
"1","Viashino Slaughtermaster","0","Modern Masters 2015 Edition","0.16","0.15","0.03","0.25","NM","EN",
"1","Viashino Racketeer","0","Return to Ravnica","0.15","0.14","0.01","0.24","NM","EN",
"1","Vestige of Emrakul","0","Battle for Zendikar","0.14","0.14","0.01","0.25","NM","EN",
"1","Veteran's Sidearm","0","Magic Origins","0.15","0.15","0.01","0.25","NM","EN",
"1","Vessel of Paramnesia","0","Shadows over Innistrad","0.15","0.15","0.01","0.29","NM","EN",
"1","Vessel of Volatility","0","Shadows over Innistrad","0.15","0.15","0.01","0.48","NM","EN",
"1","Vessel of Malignity","0","Shadows over Innistrad","0.15","0.14","0.01","0.25","NM","EN",
"1","Vessel of Nascency","0","Shadows over Innistrad","0.18","0.19","0.03","0.88","NM","EN",
"1","Vessel of Ephemera","0","Shadows over Innistrad","0.15","0.14","0.01","0.25","NM","EN",
"1","Verdant Haven","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Verdant Haven","0","Magic 2014 Core Set","0.15","0.15","0.02","0.25","NM","EN",
"1","Verdant Haven","0","Gatecrash","0.15","0.15","0.02","0.26","NM","EN",
"1","Venerable Monk","0","Stronghold","0.17","0.16","0.04","-","NM","EN",
"1","Venomous Breath","0","Ice Age","0.22","0.22","0.07","-","NM","EN",
"1","Venerable Lammasu","0","Khans of Tarkir","0.20","0.20","0.01","0.31","NM","EN",
"1","Vedalken Entrancer","0","Magic 2013","0.14","0.14","0.01","0.24","NM","EN",
"1","Vedalken Engineer","0","Darksteel","0.19","0.20","0.07","2.00","NM","EN",
"1","Vastwood Gorger","0","Magic Origins","0.15","0.15","0.01","0.25","NM","EN",
"1","Vec Townships","0","Tempest","0.23","0.24","0.05","-","NM","EN",
"1","Vastwood Gorger","0","Magic 2013","0.15","0.14","0.01","0.24","NM","EN",
"1","Vassal Soul","0","Return to Ravnica","0.14","0.14","0.01","0.24","NM","EN",
"1","Vanguard's Shield","0","Avacyn Restored","0.15","0.15","0.03","0.25","NM","EN",
"1","Vaporkin","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Vandalize","0","Dragons of Tarkir","0.15","0.15","0.01","0.26","NM","EN",
"1","Vampiric Fury","0","Innistrad","0.15","0.15","0.04","0.39","NM","EN",
"1","Vampiric Rites","0","Battle for Zendikar","0.24","0.25","0.05","1.07","NM","EN",
"1","Vampire's Zeal","0","Ixalan","0.14","0.13","0.01","0.25","NM","EN",
"1","Vampire Noble","0","Shadows over Innistrad","0.15","0.14","0.01","0.25","NM","EN",
"1","Vampire Neonate","0","Core Set 2019","0.15","0.15","0.03","0.31","NM","EN",
"1","Vampire Interloper","0","Innistrad","0.15","0.15","0.03","0.33","NM","EN",
"1","Vampire Envoy","0","Oath of the Gatewatch","0.15","0.15","0.01","0.28","NM","EN",
"1","Vampire Hounds","0","Exodus","0.19","0.18","0.05","-","NM","EN",
"1","Vampire Bats","0","Fourth Edition","0.15","0.14","0.04","-","NM","EN",
"1","Valley Dasher","0","Khans of Tarkir","0.15","0.15","0.01","0.25","NM","EN",
"1","Valakut Invoker","0","Battle for Zendikar","0.14","0.12","0.01","0.27","NM","EN",
"1","Valakut Predator","0","Battle for Zendikar","0.15","0.14","0.01","0.25","NM","EN",
"1","Urza's Tome","0","Dominaria","0.17","0.16","0.01","0.50","NM","EN",
"1","Urza's Engine","0","Alliances","0.24","0.23","0.05","-","NM","EN",
"1","Urgent Exorcism","0","Innistrad","0.15","0.15","0.01","0.26","NM","EN",
"1","Urborg Phantom","0","Invasion","0.16","0.16","0.01","0.25","NM","EN",
"1","Urborg Panther","0","Mirage","0.16","0.15","0.04","-","NM","EN",
"1","Urban Burgeoning","0","Return to Ravnica","0.15","0.15","0.03","0.30","NM","EN",
"1","Ur-Golem's Eye","0","Darksteel","0.18","0.21","0.08","0.67","NM","EN",
"1","Updraft Elemental","0","Dragons of Tarkir","0.15","0.15","0.01","0.25","NM","EN",
"1","Unyielding Krumar","0","Khans of Tarkir","0.14","0.13","0.01","0.25","NM","EN",
"1","Unworthy Dead","0","Urza's Saga","0.18","0.18","0.09","-","NM","EN",
"1","Unsummon","0","Fourth Edition","0.18","0.16","0.05","-","NM","EN",
"1","Untamed Hunger","0","Oath of the Gatewatch","0.14","0.14","0.01","0.25","NM","EN",
"1","Unsummon","0","Revised Edition","0.18","0.18","0.06","-","NM","EN",
"1","Unruly Mob","0","Shadows over Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Unnatural Endurance","0","Oath of the Gatewatch","0.15","0.15","0.01","0.25","NM","EN",
"1","Unruly Mob","0","Innistrad","0.15","0.15","0.02","0.26","NM","EN",
"1","Unnatural Aggression","0","Battle for Zendikar","0.14","0.14","0.01","0.25","NM","EN",
"1","Unmake the Graves","0","Magic 2015 Core Set","0.15","0.15","0.01","0.24","NM","EN",
"1","Unknown Shores","0","Oath of the Gatewatch","0.15","0.15","0.01","0.29","NM","EN",
"1","Unified Front","0","Battle for Zendikar","0.21","0.20","0.01","0.39","NM","EN",
"1","Unified Front","0","Battle for Zendikar","0.21","0.20","0.01","0.39","NM","EN",
"1","Unknown Shores","0","Theros","0.15","0.15","0.02","0.32","NM","EN",
"1","Unholy Strength","0","Seventh Edition","0.16","0.16","0.05","1.89","NM","EN",
"1","Unholy Strength","0","Fourth Edition","0.17","0.15","0.05","-","NM","EN",
"1","Unholy Hunger","0","Magic Origins","0.15","0.15","0.01","0.25","NM","EN",
"1","Unholy Strength","0","Revised Edition","0.21","0.20","0.08","-","NM","EN",
"1","Unhallowed Pact","0","Avacyn Restored","0.15","0.15","0.02","0.25","NM","EN",
"1","Undertaker","0","Mercadian Masques","0.19","0.20","0.08","0.92","NM","EN",
"1","Undergrowth","0","Alliances","0.18","0.16","0.07","-","NM","EN",
"1","Undergrowth Scavenger","0","Magic 2015 Core Set","0.16","0.15","0.03","0.30","NM","EN",
"1","Undead Servant","0","Magic Origins","0.15","0.15","0.01","0.26","NM","EN",
"1","Undergrowth","0","Alliances","0.18","0.16","0.07","-","NM","EN",
"1","Undead Minotaur","0","Magic 2014 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Undead Executioner","0","Avacyn Restored","0.14","0.14","0.02","0.25","NM","EN",
"1","Uncomfortable Chill","0","Core Set 2019","0.14","0.14","0.01","0.25","NM","EN",
"1","Uncaged Fury","0","Shadows over Innistrad","0.17","0.15","0.03","0.36","NM","EN",
"1","Uncaged Fury","0","Shadows over Innistrad","0.17","0.15","0.03","0.36","NM","EN",
"1","Typhoid Rats","0","Magic 2015 Core Set","0.17","0.17","0.01","0.40","NM","EN",
"1","Tyrant's Machine","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Typhoid Rats","0","Innistrad","0.17","0.18","0.06","0.49","NM","EN",
"1","Two-Headed Zombie","0","Core Set 2019","0.12","0.14","0.01","0.28","NM","EN",
"1","Twitch","0","Tempest","0.16","0.17","0.02","-","NM","EN",
"1","Two-Headed Cerberus","0","Theros","0.15","0.15","0.01","0.25","NM","EN",
"1","Twins of Maurer Estate","0","Shadows over Innistrad","0.15","0.15","0.01","0.29","NM","EN",
"1","Twins of Maurer Estate","0","Shadows over Innistrad","0.15","0.15","0.01","0.29","NM","EN",
"1","Twin Bolt","0","Dragons of Tarkir","0.16","0.15","0.01","0.50","NM","EN",
"1","Twiddle","0","Fourth Edition","0.17","0.16","0.05","-","NM","EN",
"1","Tusked Colossodon","0","Khans of Tarkir","0.15","0.14","0.01","0.25","NM","EN",
"1","Turn to Slag","0","Magic 2013","0.14","0.15","0.01","0.25","NM","EN",
"1","Turn to Dust","0","Mirrodin","0.15","0.14","0.01","0.27","NM","EN",
"1","Turn Aside","0","Eldritch Moon","0.17","0.16","0.04","0.42","NM","EN",
"1","Turn Against","0","Battle for Zendikar","0.20","0.18","0.01","0.34","NM","EN",
"1","Tunneling Geopede","0","Battle for Zendikar","0.21","0.20","0.03","0.39","NM","EN",
"1","Tsunami","0","Revised Edition","0.25","0.25","0.05","-","NM","EN",
"1","Tundra Wolves","0","Fourth Edition","0.16","0.15","0.05","-","NM","EN",
"1","Trusted Forcemage","0","Avacyn Restored","0.15","0.15","0.01","0.27","NM","EN",
"1","Trusty Packbeast","0","Core Set 2019","0.15","0.14","0.01","0.36","NM","EN",
"1","Trumpet Blast","0","Khans of Tarkir","0.15","0.13","0.01","0.25","NM","EN",
"1","Trumpet Blast","0","Core Set 2019","0.13","0.12","0.01","0.25","NM","EN",
"1","True-Faith Censer","0","Shadows over Innistrad","0.15","0.15","0.01","0.25","NM","EN",
"1","Trumpet Blast","0","Magic 2013","0.15","0.15","0.01","0.24","NM","EN",
"1","Triton Shorethief","0","Theros","0.15","0.14","0.01","0.25","NM","EN",
"1","Trostani's Judgment","0","Return to Ravnica","0.15","0.15","0.01","0.21","NM","EN",
"1","Triplicate Spirits","0","Magic 2015 Core Set","0.20","0.20","0.02","0.49","NM","EN",
"1","Trickster Mage","0","Nemesis","0.16","0.17","0.04","0.33","NM","EN",
"1","Tricks of the Trade","0","Magic 2013","0.15","0.15","0.03","0.29","NM","EN",
"1","Tribal Flames","0","Modern Masters 2015 Edition","0.16","0.15","0.04","0.38","NM","EN",
"1","Trestle Troll","0","Return to Ravnica","0.15","0.14","0.01","0.24","NM","EN",
"1","Treetop Rangers","0","Urza's Saga","0.17","0.16","0.05","-","NM","EN",
"1","Treetop Bracers","0","Nemesis","0.16","0.15","0.05","0.28","NM","EN",
"1","Treasure Cruise","0","Khans of Tarkir","0.20","0.20","0.02","4.10","NM","EN",
"1","Traveling Philosopher","0","Theros","0.15","0.15","0.01","0.25","NM","EN",
"1","Tread Upon","0","Dragons of Tarkir","0.15","0.15","0.01","0.26","NM","EN",
"1","Traveler's Amulet","0","Theros","0.15","0.15","0.01","0.25","NM","EN",
"1","Traveler's Cloak","0","Invasion","0.17","0.17","0.06","0.47","NM","EN",
"1","Travel Preparations","0","Innistrad","0.15","0.15","0.01","0.43","NM","EN",
"1","Traveler's Amulet","0","Innistrad","0.15","0.15","0.02","0.28","NM","EN",
"1","Tranquility","0","Invasion","0.17","0.16","0.04","0.41","NM","EN",
"1","Transguild Promenade","0","Return to Ravnica","0.17","0.19","0.03","0.67","NM","EN",
"1","Tranquility","0","Revised Edition","0.15","0.15","0.05","-","NM","EN",
"1","Tranquility","0","Mercadian Masques","0.17","0.17","0.04","0.47","NM","EN",
"1","Tranquil Cove","0","Fate Reforged","0.17","0.16","0.01","0.67","NM","EN",
"1","Traitorous Blood","0","Innistrad","0.16","0.17","0.04","0.46","NM","EN",
"1","Tranquil Cove","0","Khans of Tarkir","0.17","0.16","0.03","0.67","NM","EN",
"1","Traitorous Instinct","0","Return to Ravnica","0.15","0.15","0.02","0.25","NM","EN",
"1","Trained Caracal","0","Return to Ravnica","0.15","0.15","0.01","0.31","NM","EN",
"1","Tragic Poet","0","Dominaria","0.13","0.13","0.01","0.37","NM","EN",
"1","Towering Thunderfist","0","Gatecrash","0.15","0.14","0.01","0.24","NM","EN",
"1","Towering Indrik","0","Return to Ravnica","0.15","0.14","0.01","0.20","NM","EN",
"1","Tower Drake","0","Return to Ravnica","0.14","0.14","0.01","0.25","NM","EN",
"1","Tower Drake","0","Invasion","0.15","0.16","0.03","0.29","NM","EN",
"1","Touch of Moonglove","0","Magic Origins","0.15","0.15","0.01","0.29","NM","EN",
"1","Touch of the Void","0","Battle for Zendikar","0.15","0.14","0.01","0.46","NM","EN",
"1","Totally Lost","0","Core Set 2019","0.14","0.14","0.01","0.26","NM","EN",
"1","Touch of Death","0","Ice Age","0.15","0.15","0.03","-","NM","EN",
"1","Totally Lost","0","Gatecrash","0.15","0.15","0.01","0.31","NM","EN",
"1","Tormenting Voice","0","Core Set 2019","0.13","0.14","0.01","0.34","NM","EN",
"1","Tormenting Voice","0","Shadows over Innistrad","0.15","0.15","0.01","0.70","NM","EN",
"1","Tortured Existence","0","Stronghold","1.62","1.30","0.55","-","NM","EN",
"1","Tormenting Voice","0","Dragons of Tarkir","0.15","0.15","0.02","0.70","NM","EN",
"1","Tormenting Voice","0","Khans of Tarkir","0.15","0.15","0.02","0.63","NM","EN",
"1","Tormented Pariah","0","Innistrad","0.15","0.15","0.04","0.25","NM","EN",
"1","Tormented Soul","0","Magic 2013","0.15","0.15","0.03","0.37","NM","EN",
"1","Torment","0","Stronghold","0.17","0.16","0.02","-","NM","EN",
"1","Torch Fiend","0","Magic 2015 Core Set","0.15","0.15","0.01","0.25","NM","EN",
"1","Torch Fiend","0","Dark Ascension","0.15","0.15","0.01","0.29","NM","EN",
"1","Topple","0","Nemesis","0.16","0.15","0.05","0.47","NM","EN",
"1","Topan Freeblade","0","Magic Origins","0.15","0.15","0.01","0.38","NM","EN",
"1","Tooth of Chiss-Goria","0","Mirrodin","0.17","0.16","0.03","0.44","NM","EN",
"1","Tomb of the Spirit Dragon","0","Khans of Tarkir","0.25","0.28","0.07","1.62","NM","EN",
"1","Tolarian Winds","0","Urza's Saga","0.22","0.24","0.09","-","NM","EN",
